114,0,0,32,1.004,0.1,0.0909,0,0.15151,1.19103,1.40807,1.0606,4,0,0,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
115,0,76,0,1,0,0,0,0,1.41421,3.89488,2,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.47368,0
116,1,4,34,1.01748,0.12,0.10714,0,0.13888,1.16859,0.98566,1.13888,4,0,0,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
118,0,29,138,1.02863,0.17142,0.14634,0,0.1958,1.16776,1.07036,0.85314,28,0.19968,11,4,0,0.5,0.11111,0.50297,0,0.5,0,0,0,0.5,0,0.50243,0
121,0,0,2,1.00024,0,0,0,0,1.2917,3.34126,1.33333,0,0.00561,4,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
122,1,4,31,0.9976,0.0297,0.02884,0,0.09722,1.18693,0.3601,0.875,5,0.20324,9,2,0,0.48,0.32142,0.49934,0.03571428571428571,0.5,0,0,0,0.49714,0.03571,0.49863,0
127,0,43,19,1.0033,0.03333,0.03225,0,0,1.22028,1.22484,1.13888,0,0.01094,13,2,0.2,0.51515,0.8,0.50381,0,0.5,0,0,0,0.5,0,0.50425,0
128,0,11,111,0.98582,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.49815,0,0.5,0,0,0,0.5,0,0.49839,0
129,1,0,12,1.0005,0,0,0,0.27777,1.22931,2.23515,1.22222,2,0.00998,5,2,0,0.5,0.33333,0.50022,0,0.5,0,0,0,0.5,0,0.5002,0
130,0,197,164,1.0075,0.12,0.10714,0.06097,0.18902,1.11209,0.43279,0.9756,9,0.03571,12,3,0.07692,0.48837,0.84615,0.48328,0,0.5,0,0.28571,0,0.5,0,0.4812,0
132,0,13,20,1.00064,0.13333,0.11764,0,0.1,1.19269,1.65346,1.14999,0,0.00212,10,0,0,0.5,0.33333,0.50023,0,0.5,0,0.5,0,0.5027,0,0.5004,0
133,0,0,4,1.00054,0,0,0,0.8,1.49534,0,1.4,2,0,0,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
135,0,4,114,1.02223,0.01526,0.01503,0,0.04046,1.17473,0.35889,0.90173,0,0.16931,12,2,0.0625,0.5238,0.40625,0.51024,0,0.5,0,0,0,0.54545,0,0.51136,0
136,0,0,35,1.00367,0.31578,0.24,0,0.2,1.18447,1.77501,1.14285,2,0.06611,8,2,0.16666,0.51219,0.16666,0.50064,0,0.5,0,0,0,0.5,0,0.50112,0
143,1,0,57,1.02664,0.06666,0.0625,0.1,0.21666,1.12409,1.24996,1.11666,5,0.07266,9,2,0,0.5,0.14285,0.50292,0,0.5,0,0,0,0.5,0,0.50267,0
144,1,0,4,1.0003,0,0,0,0.8,1.49534,0,1.4,2,0,0,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
145,0,0,188,0.99303,0.10132,0.092,0.00319,0.09265,1.13004,0.1971,0.86261,14,0.25619,13,3,0.0204,0.5,0.46938,0.5,0,0.5,0,0,0,0.5,0,0.5,0
146,1,4,1,1.00001,0,0,0,0,1,4.8094,3,0,0,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
147,0,151,36,0.99677,0.0688,0.06437,0,0.04436,1.20109,0.42559,0.67576,5,0.24399,10,2,0.02127,0.49541,0.74468,0.50216,0,0.5,0,0.5,0,0.49606,0,0.50132,0
148,0,0,5,0.99855,0,0,0,0,0,0,0,0,0,0,0,0,0.45454,0,0.5,0,0.5,0,0,0,0.5,0,0.49882,0
149,0,12,277,1.0072,0.03797,0.03658,0.07006,0.11677,1.10995,0.42509,0.84713,15,0.17867,15,3,0.01818,0.5,0.47272,0.5,0.01818181818181818,0.5,0,0,0,0.5,0.01818,0.5,0
150,0,4,2,1.00004,0,0,0,0,1.33352,4.65786,1.3,0,0.00033,1,0,0,0.5,0.25,0.5,0,0.5,0,0,0,0.5,0.25,0.5,0
155,0,2,40,1.01792,0.19047,0.16,0,0.15909,1.16342,1.27612,1.11363,3,0.10489,11,2,0,0.5,0.75,0.50724,0,0.5,0,0,0,0.5,0,0.5066,0
156,1,0,13,1.00096,0,0,0,0,1.34074,2.02376,1.14285,0,0.04879,5,0,0,0.5,0.33333,0.5004,0,0.5,0,0,0,0.5,0,0.50032,0
157,0,7,36,1.05815,0,0,0,0.2439,1.22913,0.93238,0.87804,4,0.02531,14,2,0,0.5,1,0.51063,0,0,0,0,0,0.5,0,0.50909,0
159,0,12,39,1.00131,0.10526,0.09523,0.10256,0.20512,1.14532,1.10898,1.10256,3,0.15145,7,2,0,0.5,0.16666,0.50017,0,0.5,0,0,0,0.5,0,0.50015,0
160,0,25,13,1.04832,0.2,0.16666,0,0.3125,1.23772,2.80921,1.125,3,0.02325,7,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0
162,1,0,0,1,0,0,0,0,1.31607,5.30213,1.66666,0,0.00076,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
163,0,0,205,1.02569,0.06299,0.05925,0.0935,0.12696,1.10718,0.06329,0.75196,33,0.40563,11,3,0.02362,0.5,0.28346,0.51485,0.023622047244094488,0.57142,0,0,0,0.50746,0.03149,0.51473,0
164,1,4,1,0.99994,0,0,0.7,0.2,1.28356,6.07467,1.14999,0,0.00265,11,2,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0
169,0,84,1258,0.92247,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.49608,0,0.5,0,0,0,0.5,0,0.4972,0
170,0,23,16,0.99395,0.16666,0.14285,0,0.11764,1.32753,3.01463,0.94117,0,0.02,7,0,0,0,1,0.5,0,0,0,0,0,0.5,0,0.5,0
171,0,13,4,1.00122,0,0,0,0.8,1.49534,0,1.4,2,0,0,2,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0
172,0,0,3,1.00027,0,0,0,0.5,1.68179,0,1,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
173,0,9,8,1.00152,0,0,0,0,1.3459,3.24054,1.125,0,0.04363,3,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
174,0,4,130,1.00954,0.19393,0.16243,0.04316,0.06115,1.13013,1.08196,0.75539,4,0.09629,11,0,0,0.47058,0.23809,0.50292,0,0.5,0,0,0,0.5,0,0.502,0
177,0,16,113,1.01766,0.09189,0.08415,0.03982,0.05309,1.11535,0.1978,0.62168,11,0.19708,11,2,0,0.5,0.41463,0.49748,0,0.4,0,0,0,0.5,0,0.49677,0
178,1,0,0,1,1,1,0,0,1,8.25693,3,0,0,1,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,1
179,1,0,0,1,0.14285,0.125,0,0,1.18912,1.1576,1.13157,0,0.00487,6,2,0.14285,0.5,0.57142,0.5,0,0.5,0,0,0,0.5,0,0.5,0
180,1,4,4,1.00085,0,0,0,0.8,1.49534,0,1.4,2,0,0,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
181,0,11,178,1.01095,0.06896,0.06451,0.01657,0.17127,1.12541,0.48104,0.85635,13,0.13729,11,3,0,0.5,0.21428,0.50067,0,0.5,0,0,0,0.5,0,0.5006,0
182,0,0,4,1.00006,0,0,0,0.8,1.49534,0,1.4,2,0,0,2,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0.5,0
183,0,12,13,0.99968,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
184,0,0,1,1.00042,0,0,0,0.5,1.25992,0,2,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
185,1,4,2,1.00156,0.5,0.33333,0,0.14285,1.38308,5.70132,1.28571,0,0.025,2,0,0,0.5,0.33333,0.50292,0,0.5,0,0,0,0.5,0,0.50259,0
187,0,162,141,0.97316,0,0,0,0,1.38308,4.11743,1.28571,0,0.00207,7,0,0,0.5,0,0.48908,0,0.45454,0,0,0,0.48,0,0.48854,0
188,1,0,43,1.00405,0.09677,0.08823,0.10416,0.02083,1.17503,0.91012,1.125,0,0.09068,8,2,0,0.5,0.125,0.50051,0,0.5,0,0,0,0.5,0,0.50046,0
189,1,4,156,0.99052,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.49537,0,0.5,0,0,0,0.5,0,0.49594,0
190,0,156,4,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0
192,0,151,21,0.95227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4909,0,0,0,0,0,0.5,0,0.49122,0
198,1,0,15,1.00026,0,0,0,0.6875,1.3195,4.64497,1.0625,6,0.00374,4,3,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
199,0,126,148,0.99799,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
200,1,4,29,0.99756,0.5,0.33333,0.1,0.4,1.25892,5.72189,1.3,1,0.01361,1,0,0,0.5,0,0.49964,0,0.5,0,0.5,0,0.49462,0,0.49936,0
201,1,128,959,1.04031,0.06841,0.06403,0.01954,0.07716,1.11734,0.35492,0.68415,27,0.34805,28,3,0.17355,0.54251,0.61983,0.53333,0,0.5,0,0.6,0,0.5303,0.0909,0.53451,0
202,0,19,20,1.00276,0.11111,0.1,0,0.31818,1.21311,2.90278,1.13636,2,0.00786,6,2,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0
203,0,113,3051,0.78386,0.05405,0.05128,0.03886,0.11285,1.10306,0.51094,0.63505,229,0.70705,56,3,0.04366,0.65979,0.40563,0.32374,0.02676056338028169,0.80645,0,0,0,0.70312,0.01549,0.36273,0
204,0,7,7,1.01711,0,0,0,0,1.29154,1.96933,1.3,0,0.03921,6,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0
206,0,4,155,1.01169,0.15217,0.13207,0,0.15204,1.15352,0.7443,0.8421,10,0.19895,10,2,0,0.5,0.2,0.50236,0,0.5,0,0.5,0,0.5,0,0.50217,0
211,0,136,44,0.98345,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
212,0,17,30,0.99829,0,0,0,0,1.25992,0,2,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
213,0,118,41,1.01284,0.08,0.07407,0.0909,0.11363,1.16342,1.35146,1.11363,4,0,0,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
214,1,0,269,1.00463,0.03809,0.03669,0,0.01858,1.19778,0.20601,0.8104,0,0.21673,9,2,0.04347,0.5,0.3913,0.5,0,0.5,0,0,0,0.5,0,0.5,1
216,0,165,945,0.95478,0,0,0,0,1.25992,0,2,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
218,0,77,74,1.0112,0.07547,0.07017,0,0.12162,1.14396,0.6896,1.04054,3,0.0792,8,3,0,0.5,0.57142,0.50291,0.14285714285714285,0.5102,0,0,0,0.5,0,0.50321,0
219,0,8,115,0.97937,0.08695,0.08,0,0,1.23939,1.4217,1.03225,0,0.03372,8,0,0,0.5,0.33333,0.49532,0,0.5,0,0,0,0.49655,0,0.4957,0
220,0,18,47,1.00043,0.18518,0.15625,0,0.12765,1.1596,1.3203,1.12765,3,0.00199,9,2,0.14285,0.50076,0.42857,0.50013,0,0.5,0,0.5,0,0.5,0,0.50015,0
225,0,63,56,0.98642,0.03191,0.03092,0.00788,0.08284,1.13554,0.09736,0.78895,12,0.52777,11,3,0.03076,0.5,0.58461,0.5,0,0,0,0,0,0,0,0.5,0
227,0,8,4,0.99969,0.16666,0.14285,0,0,1.31607,3.23926,1.33333,0,0,6,2,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0
228,1,0,67,0.9922,0.02732,0.02659,0,0.04251,1.1825,0.16049,0.75101,0,0.33875,10,2,0.03296,0.56521,0.26373,0.4929,0,0.46153,0,0,0,0.49462,0.01098,0.49378,1
229,0,135,3,0.99976,0,0,0,0,1.3195,4.62616,1.5,0,0.02154,4,0,0,0.5,1,0.5,0,0.5,0,0,0,0.5,0,0.5,0
230,0,0,2,1.00023,0,0,0,0,1.73205,0,1.33333,0,0,0,0,0,0.5,0,0.50048,0,0.5,0,0,0,0.5,0,0.50043,0
231,0,0,302,1.02548,0.10869,0.09803,0.03926,0.12041,1.10237,0.261,0.81675,18,0.20028,12,3,0,0.5,0.45454,0.50846,0,0.5,0,0.5,0,0.5,0,0.50803,0
233,0,24,12,1.01395,0.6,0.375,0,0.25,1.22105,3.72051,1.14999,3,0.00819,6,2,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0
234,0,0,1437,1.86985,0.01515,0.01492,0.00276,0.02352,1.15663,0.21535,0.61937,2,0.7494,14,2,0.01204,0.61538,0.39357,0.70247,0.020080321285140562,1,0,0,0,0.63888,0.00803,0.69594,0
235,0,12,4,0.99987,0,0,0,0,1.32046,2.80481,1.28571,0,0,7,0,0,0.5,1,0.5,0,0.5,0,0,0,0.5,0,0.5,0
240,1,0,17,1.00955,0,0,0,0.05,1.23859,2.01516,1.14999,1,0.00934,6,0,0,0.5,0.33333,0.50251,0,0.5,0,0,0,0.5,0,0.50204,0
241,0,42,139,0.95048,0.09523,0.08695,0,0.27272,1.18768,1.35175,1.06818,4,0.04076,7,2,0,0,0.11111,0.48605,0,0.47058,0,0,0,0.48717,0,0.48376,0
242,1,0,119,1.00774,0.23404,0.18965,0.08943,0.2439,1.11028,1.6096,0.93495,7,0.02917,4,3,0,0.5,0.25,0.50086,0,0.5,0,0,0,0.5,0.16666,0.50075,0
